nom_estab,raz_social,nombre_actividad,codigo_postal,entidad,municipio,fecha_alta,correoelec,telefono,www, no. empleados
CENTRO OFTALMOLOGICO DE SONORA,CENTRO OFTALMOLOGICO DE SONORA SA DE CV,Consultorios de medicina especializada del sector privado,83190,Sonora,Hermosillo,2010-07,OFTALMOLOGICODESONORA@GMAIL.COM,6622154466,CENTROOFTALMOLOGICODESONORA.COM,11 a 30 personas
CENTROS DE INTEGRACION JUVENIL NOGALES,CENTROS DE INTEGRACION JUVENIL ,Servicios de orientaci�n y trabajo social para la ni�ez y la juventud prestados por el sector p�blico,84085,Sonora,Nogales,2010-07,CIJNOGALES@CIJ.GOB.MX,6313133030,WWW.CIJ.GOB.MX,11 a 30 personas
CIDA CABORCA,CENTRO DE INTEGRACION PARA DROGADICTOS Y ALCOHOLICOS AC,Agrupaciones de autoayuda para alcoh�licos y personas con otras adicciones,83610,Sonora,Caborca,2014-12,CIDACABORCA@HOTMAIL.COM,6373744025,,11 a 30 personas
CIDA PALO VERDE,,Agrupaciones de autoayuda para alcoh�licos y personas con otras adicciones,83280,Sonora,Hermosillo,2010-07,NOE_TONA@HOTMAIL.COM,6621453043,WWW.CENTROSPALOVERDE.COM.MX,11 a 30 personas
CLINICA DE ESPECIALIDADES SANTA FE,CLINICA DE ESPECIALIDADES SANTA FE SC,Hospitales generales del sector privado,83600,Sonora,Caborca,2010-07,CLINICASANTAFE85@HOTMAIL.COM,6373722099,,11 a 30 personas
CLINICA DE TERAPIA FISICA Y REHABILITACI�N,,Consultorios del sector privado de audiolog�a y de terapia ocupacional f�sica y del lenguaje,85440,Sonora,Guaymas,2014-12,MICHELLEAHUMADA@HOTMAIL.COM,6221140573,,11 a 30 personas
CLINICA DENTAL LASER,DENTALASER SC,Consultorios dentales del sector privado,84000,Sonora,Nogales,2014-12,ADMONDENTALLASER@GMAIL.COM,6313120056,WWW.NOGALESDENTALLASER.COM,51 a 100 personas
CLINICA LA PURISIMA,UNIDAD MEDICA LA PURISIMA SA DE CV,Hospitales generales del sector privado,85010,Sonora,Cajeme,2014-12,LAPURISIMA@GMAIL.COM,6444148888,,31 a 50 personas
CLINICA MAGISTERIAL,CLINICA MAGISTERIAL SIGLO XXI AC,Hospitales generales del sector privado,83488,Sonora,San Luis R�o Colorado,2010-07,ADMISION@CLINICAMAGISTERIALSIGLO21.COM.MX,6371920957,,51 a 100 personas
CLINICA QUIRURGICA DEL DESIERTO,GRUPO MEDICO SAN LUIS RIO COLORADO SA DE CV,Hospitales generales del sector privado,83449,Sonora,San Luis R�o Colorado,2014-12,ELGRUPOMEDICOSRLC@HOTMAIL.COM,6535362420,,11 a 30 personas
CLÍNICA SALUD Y EST�TICA DENTAL,,Consultorios dentales del sector privado,83449,Sonora,San Luis R�o Colorado,2014-12,DRA.ADRIANANROMERO@GMAIL.COM,6535342343,WWW.MUNDODELASONRISA.COM,11 a 30 personas
CLINICA UNIVERSITARIA DE FISIOTERAPIA,FOMENTO EDUCATIVO Y CULTURAL FRANCISCO DE IBARRA AC,Consultorios del sector privado de audiolog�a y de terapia ocupacional f�sica y del lenguaje,83190,Sonora,Hermosillo,2019-11,CLINICAFT.HMO@UAD.MX,6621118074,WWW.UADLOBOS.MX,11 a 30 personas
COMITE DE COMPA�EROS DE APOYO,COMITE DE COMPA�EROS DE APOYO AC,Agrupaciones de autoayuda para alcoh�licos y personas con otras adicciones,83000,Sonora,Hermosillo,2019-11,CCA.HERMOSILLO@HOTMAIL.COM,6621232835,,11 a 30 personas
CRUZ ROJA MEXICANA,CRUZ ROJA MEXICANA ,Servicios de ambulancias,83345,Sonora,Hermosillo,2010-07,2157@HOTMAIL.COM,6624327488,,11 a 30 personas
DENTAL BLISS,,Consultorios dentales del sector privado,84000,Sonora,Nogales,2010-07,DENTAL.BLISS@HOTMAIL.COM,6313124055,,11 a 30 personas
DENTI CENTER OBREGON,DENTI CENTER OBREGON SA DE CV,Consultorios dentales del sector privado,85120,Sonora,Cajeme,2010-07,DENTICENTEROBREGON_ADM@HOTMAIL.COM,64441220352,WWW.DENTICENTEROBREGON.COM,11 a 30 personas
DERMAPLASTIC,SERVICIOS MEDICOS DERMOPLASTICOS SC,Consultorios de medicina especializada del sector privado,83190,Sonora,Hermosillo,2014-12,DERMOPLASTICHERMOSILLO@OUTLOOK.ES,6622670896,WWW.DERMAPLASTIC.COM,11 a 30 personas
DESARROLLO INTEGRAL DE LA FAMILIA,GOBIERNO ,Otros servicios de orientaci�n y trabajo social prestados por el sector p�blico,85294,Sonora,Benito Ju�rez,2010-07,DIFBENITOJUAREZ@HOTMAIL.COM,6434350711,,11 a 30 personas
DIAGNOSTICO POR IMAGENES DE HERMOSILLO,DIAGNOSTICO POR IMAGENES DE HERMOSILLO SA DE CV,Laboratorios médicos y de diagnóstico del sector privado,83148,Sonora,Hermosillo,2014-12,CONTADORARIVERA@OUTLOOK.COM,6444132123,,11 a 30 personas
EEVA CENTRO DE FORMACION PARA LA VIDA DIARIA AC,,Consultorios del sector privado de audiolog�a y de terapia ocupacional f�sica y del lenguaje,83190,Sonora,Hermosillo,2014-12,DIRECCION@EEVACENTROFORMATIVO.ORG,6622146616,WWW.EEVACENTROFORMATIVO.ORG,11 a 30 personas
ESTANCIA DE DESARROLLO INFANTIL PARA EL BIENESTAR NUMERO 89,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO ,Guarderías del sector p�blico,85400,Sonora,Guaymas,2010-07,EBDI89@HOTMAIL.COM,6222223696,,31 a 50 personas
ESTANCIA INFANTIL DE PUERTO PE�ASCO,ESTANCIA INFANTIL DE NAVOJOA ,Guarderías del sector p�blico,83550,Sonora,Puerto Pe�asco,2010-07,EIN_U1279@YAHOO.COM.MX,6383831122,,51 a 100 personas
ESTANCIA INFANTIL EBDI78,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO ,Guarderías del sector p�blico,85040,Sonora,Cajeme,2019-11,EBDI78@HOTMAIL.COM,6444164464,,31 a 50 personas
ESTANCIA INFANTIL NUEVO DIA,ESTANCIA INFANTIL NUEVO DIA SC,Guarderías del sector privado,83110,Sonora,Hermosillo,2010-07,VICTORBONEO@YAHOO.COM,6623155167,,51 a 100 personas
ESTANCIA INFANTIL SONRISITAS,ESTANCIA INFANTIL SONRISITAS SC,Guarderías del sector privado,83210,Sonora,Hermosillo,2014-12,CONTASONRISITAS@GMAIL.COM,6622610944,,51 a 100 personas
ESTANCIA PARA EL BIENESTAR Y DESARROLLO INFANTIL NUMERO 120,ISSTE ,Guarderías del sector p�blico,83190,Sonora,Hermosillo,2010-07,ESTANCIA120@GMAIL.COM,6622100805,,11 a 30 personas
FUNDACION SONORA VIVE CON ESCLEROSIS MULTIPLE,FUNDACION SONORA VIVE CON ESCLEROSIS MULTIPLE AC,Consultorios del sector privado de audiolog�a y de terapia ocupacional f�sica y del lenguaje,83240,Sonora,Hermosillo,2014-12,VIVECONEM@VIVECONESCLEROSIS.COM,6622104444,WWW.VIVECONESCLEROSIS.COM,11 a 30 personas
GRUPO IMAGENOLOGIA INTEGRAL DEL NOROESTE,GRUPO IMAGENOLOGIA INTEGRAL DEL NOROESTE SC,Laboratorios médicos y de diagnóstico del sector privado,83190,Sonora,Hermosillo,2014-12,MARICELAJAIMERIVERA@HOTMAIL.COM,6622175387,GRUPOIMAGINN.COM.MX,11 a 30 personas
GUARDERIA ARCOIRIS,GUARDERIA COMUNITARIA ARCOIRIS SC,Guarderías del sector privado,85440,Sonora,Guaymas,2010-07,ARCOIRIS-GUARDERIA@HOTMAIL.COM,6221639082,,51 a 100 personas
GUARDERIA CAMINANDO CONTIGO,GUARDERIA CAMINANDO CONTIGO SC,Guarderías del sector privado,83190,Sonora,Hermosillo,2010-07,CAMINANDO_CONTIGO@HOTMAIL.COM,6622153666,,31 a 50 personas
GUARDERIA CAMINITO FELIZ,CAMINITO FELIZ SC,Guarderías del sector privado,83270,Sonora,Hermosillo,2014-12,CAMINITOFELIZU950@HOTAMAIL.COM,6623438539,,31 a 50 personas
GUARDERIA CARRUSEL,ASOCIACION DE MUJERES PROFESIONISTAS DE CIUDAD OBREGON AC,Guarderías del sector privado,85000,Sonora,Cajeme,2010-07,GUARDERIACARRUSEL@HOTMAIL.COM,6444148707,,11 a 30 personas
GUARDERIA CARRUSEL MAGICO,SERVICIOS ESPECIALIZADOS GNO SONORA ,Guarderías del sector privado,83116,Sonora,Hermosillo,2014-12,GCARRUSEL@GNO.COM.MX,6622393259,,31 a 50 personas
GUARDERIA CASTILANDIA,,Guarderías del sector privado,85465,Sonora,Guaymas,2010-07,ANNETHV@HOTMAIL.COM,6222241763,,11 a 30 personas
GUARDERIA CENTRO DE DESARROLLO INFANTIL DE CAJEME 26EDI0018Q,GOBIERNO DEL ESTADO DE SONORA ,Guarderías del sector p�blico,85110,Sonora,Cajeme,2010-07,CENDICAJEME@HOTMAIL.COM,6444159138,,11 a 30 personas
GUARDERIA CLUB DEL PRINCIPITO,GUARDERIA CLUB DEL PRINCIPITO ,Guarderías del sector privado,84160,Sonora,Magdalena,2010-07,CLUBDELPRINCIPITO@HOTMAIL.COM,6323223030,,31 a 50 personas
GUARDERIA FUTURO MEJOR,GUARDERIA FUTURO MEJOR SC,Guarderías del sector privado,83105,Sonora,Hermosillo,2010-07,FUTUROMEJOR_@LIVE.COM,6621680025,,51 a 100 personas
GUARDERIA INFANTIL MI CASITA,,Guarderías del sector privado,83600,Sonora,Caborca,2010-07,MARTINEZARCEO@PRODIGY.NET.MX,6373720391,,31 a 50 personas
GUARDERIA INFANTIL MUNDO DE JUGUETE S.C,,Guarderías del sector privado,83447,Sonora,San Luis R�o Colorado,2010-07,GUARDERIAMUNDODEJUGUETE@HOTMAIL.COM,6535346760,,31 a 50 personas
GUARDERIA LA CASA BONITA,GUARDERIA LA CASA BONITA SC,Guarderías del sector privado,85400,Sonora,Guaymas,2010-07,GLACASABONITA@HOTMAIL.COM,6222223327,,31 a 50 personas
GUARDERIA PARTICIPATIVA AMANECER,GUARDERIA PARTICIPATIVA AMANECER AC,Guarderías del sector privado,85060,Sonora,Cajeme,2010-07,GPAMANECER@PRODIGY.NET.MX,4444110569,,31 a 50 personas
GUARDERIA PARTICIPATIVA CANACO,GUARDERIA PARTICIPATIVA CANACO 1 AC,Guarderías del sector privado,85000,Sonora,Cajeme,2010-07,GUARDERIACANACO1@HOTMAIL.COM,6444141586,,31 a 50 personas
GUARDERIA PEQUE�OS GIGANTES,GUARDERIA PEQUE�OS GIGANTES SC,Guarderías del sector privado,83105,Sonora,Hermosillo,2010-07,PEQUENOS_G@HOTMAIL.COM,6622604565,WWW.GUARDERIAPEQUENOSGIGANTES.COM/GUARDERIA,51 a 100 personas
HOGAR SAN JUDAS TADEO,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL MUNICIPIO DE SAN LUIS RIO COLORADO SONORA ,Refugios temporales comunitarios del sector p�blico,83439,Sonora,San Luis R�o Colorado,2010-07,HOGARSANJUDA18@GMAIL.COM,6531271151,,11 a 30 personas
HOGARES SOR MARIA DE JESUS SACRAMENTADO IAP,INSTITUSION DE ASISTENCIA PRIVADA SC,Asilos y otras residencias del sector privado para el cuidado de ancianos,83113,Sonora,Hermosillo,2010-07,CHMADREAMABLE@HOTMAIL.COM,6623003649,CHMADREAMABLE.WIX.COM/CHMADREAMABLE,11 a 30 personas
HOMEWATCH CAREGIVERS,SERVICIOS INTEGRALES DE SALUD DEL NOROESTE HW ,Servicios de orientaci�n y trabajo social para la ni�ez y la juventud prestados por el sector privado,83190,Sonora,Hermosillo,2014-12,SONORA@HWCGLAT.COM,6623112429,WWW.HWCGLAT.COM,11 a 30 personas
HOSPITAL DEL SOCORRO,HOSPITAL DEL SOCORRO DE NOGALES SA DE CV,Hospitales generales del sector privado,84065,Sonora,Nogales,2010-07,CONTABILIDADHSN@GMAIL.COM,6311672226,,51 a 100 personas
HOSPITAL GENERAL DE CANANEA,SERVICIOS DE SALUD DE SONORA ,Hospitales generales del sector p�blico,84620,Sonora,Cananea,2019-11,HOSPITALGCANANEA@HOTMAIL.COM,6453321325,,101 a 250 personas
HOSPITAL SAN BENITO,CENTRO DE ATENCIÓN DIAGN�STICO Y REHABILITACI�N PRIVADO DE HERMOSILLO SC,Hospitales generales del sector privado,83180,Sonora,Hermosillo,2010-07,ADMIHOSPITALSANBENITO@HOTMAIL.COM,6621963728,WWW.HOSPITALSANBENITO.COM,51 a 100 personas
INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,GOBIERNO FEDERAL ,Hospitales generales del sector p�blico,84020,Sonora,Nogales,2010-07,ISSSTE@GOB.MX,6313123839,WWW.ISSSTE.GOB.MX,101 a 250 personas
INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DELOS TRABAJAORES DEL ESTADO ,Consultorios de medicina general del sector p�blico,83600,Sonora,Caborca,2010-07,CARMEN.REYNA@ISSSTE.GOB.MX,6373723695,WWW.ISSSTE.GOB.MX,11 a 30 personas
INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO DE SONORA,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO DE SONORA ,Clínicas de consultorios médicos del sector p�blico,83400,Sonora,San Luis R�o Colorado,2019-11,MARCO.ACUNA@ISSSTESON.GOB.MX,6535356199,,31 a 50 personas
INSTITUTO FRANCISCO JAVIER SAETA,INSTITUTO FRANCISCO JAVIER SAETA ,Servicios de capacitaci�n para el trabajo prestados por el sector privado para personas desempleadas subempleadas o discapacitadas,83140,Sonora,Hermosillo,2010-07,DIRECCION@IFJSAETA.ORG.MX,6622100600,WWW.IFJSAETA.ORG.MX,11 a 30 personas
INSTITUTO MEXICANO DEL SEGURO SOCIAL,EL GOBIERNO ,Hospitales generales del sector p�blico,85330,Sonora,Empalme,2010-07,EDNA.CELAYA@IMSS.GOB.MX,6222230911,,101 a 250 personas
INSTITUTO MEXICANO DEL SEGURO SOCIAL,INSTITUTO MEXICANO DEL SEGURO SOCIAL ,Hospitales generales del sector p�blico,83690,Sonora,Caborca,2014-12,CUAUHTEMOC.@HOTMAIL.COM,6373722982,,51 a 100 personas
ISSTESSON       INSTITUTO DE EGURIDAD Y SERVICIO SOCIALES DE LOS TRABAJADORES DEL ESTADO DE SONORA,ISSTESON GUAYMAS ,Hospitales generales del sector p�blico,85440,Sonora,Guaymas,2010-07,KILOMELI@ISSSTESON.GOB.MX,6222227488,WWW.ISSSTESON.GOB.MX,101 a 250 personas
ISTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO DE SONORA,ISSSTESON ,Hospitales generales del sector p�blico,83448,Sonora,San Luis R�o Colorado,2014-12,GABY_GRIJALVA@YAHOO.COM,6535356199,WWW.ISSSTESON.GOB.MX,31 a 50 personas
LABORATORIO CASTILLO,,Laboratorios médicos y de diagnóstico del sector privado,83449,Sonora,San Luis R�o Colorado,2010-07,LABORATORIO.CASTILLO@HOTMAIL.COM,6535340715,WWW.LABORATORIOCASTILLO.COM,11 a 30 personas
LABORATORIO NOVUS,NOVUS LABORATORIOS SA DE CV,Laboratorios médicos y de diagnóstico del sector privado,83449,Sonora,San Luis R�o Colorado,2010-07,ADMINISTRACION@NOVUSLAB.COM,6535340303,,11 a 30 personas
LABORATORIOS ACU�A Y ASOCIADOS,LABORATORIO ACU�A Y ASOCIADOS SC,Laboratorios médicos y de diagnóstico del sector privado,85400,Sonora,Guaymas,2010-07,LAB.ADMON@HOTMAI.COM,622222702,,11 a 30 personas
LABORATORIOS TAGLES,,Laboratorios médicos y de diagnóstico del sector privado,84620,Sonora,Cananea,2010-07,LABORATORIOTAGLES@HOTMAIL.COM,6453339929,,11 a 30 personas
LASER TECH,LASER TECH MED SPA SC DE RL DE CV,Consultorios dentales del sector privado,84030,Sonora,Nogales,2010-07,LASERTECHSPA2013@GMAIL.COM,6313122306,,11 a 30 personas
PABELLON GUADALUPE,HOSPITAL ATENOGENES SILVA SA DE CV,Hospitales generales del sector privado,85400,Sonora,Guaymas,2010-07,DADIVITANAC@HOTMAIL.COM,6222221319,,11 a 30 personas
RANCHO EL PARAISO,CENTRO CRISTIANO DAER SC,Residencias del sector privado con cuidados de enfermeras para enfermos convalecientes en rehabilitaci�n incurables y terminales,85520,Sonora,Empalme,2016-01,C.C.DAER.A.C@GMAL.COM,6222287372,,11 a 30 personas
SAM HEALTH BY NUTRITION,SERVICIOS PROFESIONALES DE ALTA CALIDAD EN NUTRICION SC,Consultorios de nutri�logos y dietistas del sector privado,83190,Sonora,Hermosillo,2019-11,SAGALAVIZM@GMAIL.COM,6621120745,,11 a 30 personas
SANTA FE CLINICA,SANTA FE CLINICA SA DE CV,Hospitales generales del sector privado,85870,Sonora,Navojoa,2019-11,INFORMACION@SANTAFECLINICA.COM,6421390027,WWW.SANTAFECLINICA.COM,11 a 30 personas
SMILE DENTAL,SMILE DC SC,Consultorios dentales del sector privado,84000,Sonora,Nogales,2014-12,BORDELSMILE@GMAIL.COM,6313128746,WWW.SMILEDENTALNOGALES.COM,11 a 30 personas
SWANN OFTALMOLOGIA,SWANN OFTAMOLOGIA Y LASER HERMOSILLOMARC ANTHONY SWANSON MORENO SC,Consultorios de medicina especializada del sector privado,83150,Sonora,Hermosillo,2010-07,CLINICASWANNHILLO@HOTMAIL.COM,6622851542,WWW.CLINICASWANN.COM,11 a 30 personas
TETAMIENTOPARA ALCOHOLICOS Y DROGADICTOS VOLVIENDO A NACER,TETAMIENTOPARA ALCOHOLICOS Y DROGADICTOS VOLVIENDO A NACER ,Agrupaciones de autoayuda para alcoh�licos y personas con otras adicciones,83118,Sonora,Hermosillo,2019-11,VOLVIENDOANACER-A.C@HOTMAIL.COM,6621198651,,11 a 30 personas
UMF 4 IMSS UNIDADE DE MEDICINA FAMILIAR,INSTITUTO MEXICANO DEL SEGURO SOCIAL ,Clínicas de consultorios médicos del sector p�blico,85440,Sonora,Guaymas,2010-07,JAVIER.ORTEGA@IMSS.GOB.MX,6222228772,,101 a 250 personas
UNIDAD DE MEDICINA FAMILIAR 65 DEI INSTITUTO MEXICANO DEL SEGURO SOCIAL,INSTITUTO MEXICANO DEL SEGURO SOCIAL ,Clínicas de consultorios médicos del sector p�blico,83170,Sonora,Hermosillo,2010-07,LUIS.CARRASZO@IMSS.GOB.MX,6622106513,WWW.IMSS.COM.MX,101 a 250 personas
UNIDAD DE MEDICINA FAMILIAR COLONIA MILITAR,,Clínicas de consultorios médicos del sector p�blico,85515,Sonora,San Ignacio R�o Muerto,2010-07,MARTIN.MORENOS@IMSS.GOB.MX,6434340036,,11 a 30 personas
ALBERGUE TEMPORAL,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE TABASCO ,Orfanatos y otras residencias de asistencia social del sector p�blico,86020,Tabasco,Centro,2014-12,ATEMPORAL.CASISTENCIAL@GMAIL.COM,9933884928,,31 a 50 personas
CASA HOGAR,SISTEMA PARA DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE TABASCO ,Orfanatos y otras residencias de asistencia social del sector p�blico,86020,Tabasco,Centro,2019-11,CASAHOGAR.CASISTENCIAL@GMAIL.COM,9141377448,,11 a 30 personas
CENDI ISSET NUM 2,27EDI0013U ,Guarderías del sector p�blico,86040,Tabasco,Centro,2014-12,NUMCENDI2@GMAIL.COM,9933980699,,31 a 50 personas
CENTRO CULTURAL AGORA,INTITUTO ESTATAL DE CULTURA ,Servicios de orientaci�n y trabajo social para la ni�ez y la juventud prestados por el sector p�blico,86040,Tabasco,Centro,2014-12,DIREDUCART@HOTMAIL.COM,9933151099,IEC.TABASCO.GOB.MX,11 a 30 personas
CENTRO DE DESARROLLO INFANTIL ANGELITOS CARE,CENTRO EDUCATIVO Y DE ESTIMULACION TEMPRANA SC,Guarderías del sector privado,86100,Tabasco,Centro,2010-07,ANGELITOS_CARE@HOTMAIL.COM,9931614571,,11 a 30 personas
CENTRO DE ENFERMEDADES DEL RI��N DE TABASCO,CENTRO DE ENFERMEDADES DEL RI�ON DE TABASCO SA DE CV,Otros centros del sector privado para la atenci�n de pacientes que no requieren hospitalizaci�n,86035,Tabasco,Centro,2014-12,CENTRO@OUTLOOK.COM,9933524505,,11 a 30 personas
CENTRO DE ESTUDIOS CAPACITACION Y ADIESTRAMIENTO. CARLOS A ROMERO DESCHAMPS,SINDICATO DE TRABAJADORES PETROLEROS DE LA REP�BLICA MEXICANA SECCI�N 14 ,Servicios de capacitaci�n para el trabajo prestados por el sector privado para personas desempleadas subempleadas o discapacitadas,86720,Tabasco,Macuspana,2011-03,ESCUELA-SECCION-14@YAHOO.COM.MX,9363642093,,11 a 30 personas
CENTRO DE IMAGEONOLOGIA DE ESPECIALIDADES MEDICAS CIEM,NIÑOS DE RIVERA Y ASOCIADOS SC,Laboratorios médicos y de diagnóstico del sector privado,86021,Tabasco,Centro,2014-12,IMAGENCIEM@HOTMAIL.COM,9933103410,,11 a 30 personas
CENTRO DE REFERENCIA ESPECIALEDADES ODONTOLOGICAS,CENTRO DE REFERENCIA DE ESPECIALIDADES ODONTOL�GICAS ,Consultorios dentales del sector p�blico,86020,Tabasco,Centro,2010-07,CREOO17@HOTMAIL.COM,9933570818,,51 a 100 personas
CENTRO GERONTOLOGICO DE TABASCO,DIF TABASCO ,Centros del sector p�blico dedicados a la atenci�n y cuidado diurno de ancianos y discapacitados,86020,Tabasco,Centro,2010-07,CENTROGERONTOLOGICOTABASCO@GMAIL.COM,3969219691,,251 y más personas
CENTRO VIDHA,CENTRO DE DESARROLLO DE HABILIDADES PARA LA VIDA ,Centros del sector p�blico dedicados a la atenci�n y cuidado diurno de ancianos y discapacitados,86020,Tabasco,Centro,2019-11,ADMVIDHA@GMAIL.COM,9933522641,,31 a 50 personas
CLINICA SAN AGUSTIN,,Hospitales generales del sector privado,86500,Tabasco,C�rdenas,2019-11,CLINICASANAGUSTINCARDENAS@YAHOO.COM.MX,9371209643,,11 a 30 personas
CLINICA SANTO TOMAS,,Consultorios de medicina especializada del sector privado,86050,Tabasco,Centro,2010-07,STOTOMAS.CONTACTO@GMAIL.COM,9933156394,WWW.CLINICASANTOTOMAS.MX,11 a 30 personas
HOSPITAL BASICO COMUNITARIO JALAPA TABASCO,,Hospitales generales del sector p�blico,86850,Tabasco,Jalapa,2010-07,CAAPSJALAPA@SALUDTAB.GOB.MX,9323630191,,101 a 250 personas
HOSPITAL CERACOM,,Hospitales generales del sector privado,86190,Tabasco,Centro,2010-07,HOSPITALCERACOM@GMAIL.COM,9321004768,,51 a 100 personas
HOSPITAL COMUNITARIO DE JALPA DE MENDEZ,SECRETARIA DE SALUD ,Hospitales generales del sector p�blico,86200,Tabasco,Jalpa de M�ndez,2010-07,H.JALPA@SALUDTAB.GOB.MX,9143370357,,101 a 250 personas
HOSPITAL COMUNITARIO NACAJUCA,SECRETARÍA DE SALUD ,Hospitales generales del sector p�blico,86220,Tabasco,Nacajuca,2010-07,HCNACAJUCA@SALUDTAB.COM.MX,9141040293,,101 a 250 personas
HOSPITAL GENERAL COMALCALCO TABASCO,PETROLEOS MEXICANOS ,Hospitales generales del sector p�blico,86388,Tabasco,Comalcalco,2016-01,CARLOS.AGUSTIN.ROMERO@PEMEX.COM,9333340983,WWW.SERVICIOSMEDICOS.PEMEX.COM,251 y más personas
HOSPITAL GENERAL DE ZONA NUMERO 46,INSTITUTO MEXICANO DEL SEGURO SOCIAL ,Hospitales generales del sector p�blico,86060,Tabasco,Centro,2010-07,GABRIEL.LOPEZP@IMSS.GOB.MX,9933573329,,251 y más personas
JUEGO Y APRENDO,,Guarderías del sector privado,86190,Tabasco,Centro,2020-11,GUARDERIA.JUEGOYAPRENDO@OUTLOOK.COM,9931708577,,51 a 100 personas
LA 72 HOGAR REFUGIO PARA PERSONAS MIGRANTES,PIES DESCALZOS AC,Refugios temporales comunitarios del sector privado,86901,Tabasco,Tenosique,2019-11,DIRECCION@LA72.ORG,9341185429,,11 a 30 personas
LABORATORIO CLINICO MANZUR,,Laboratorios médicos y de diagnóstico del sector privado,86000,Tabasco,Centro,2010-07,LABORATIRIOSMANZUR@GMAIL.COM,9932604147,WWW.LABORATORIOSMANZUR.COM.MX,11 a 30 personas
LASIK VISION CENTER DE TABASCO,LASIK VISION CENTER DE TABASCO SA DE CV,Consultorios de medicina especializada del sector privado,86050,Tabasco,Centro,2010-07,ADMINISTRACION@LASIKVISIONTAB.COM,9933524033,WWW.LASIKVISIONTAB.COM,11 a 30 personas
ODONTOSUR ODONTOLOGIA DE ALTA ESPECIALIDAD,ODONTOSUR SC,Consultorios dentales del sector privado,86106,Tabasco,Centro,2010-07,ADMINISTRACION@ODONTOSUR.COM.MX,9933939229,WWW.ODONTOSUR.COM,11 a 30 personas
SIMI VILLAHERMOSA CENTRO,SISTEMAS DE SALUD DEL DR SIMI SA DE CV,Laboratorios médicos y de diagnóstico del sector privado,86000,Tabasco,Centro,2019-11,SSERICK@SSDRSIMI.COM.MX,9934011872,,11 a 30 personas
AMSCI AMBULANCIAS I SERVICIOS CONTRA INCENDIOS,,Servicios de ambulancias,88950,Tamaulipas,R�o Bravo,2014-12,AMBULANCIASRB@HOTMAIL.COM,8999305292,,11 a 30 personas
BENITEZ DENTAL CLINIC,,Consultorios dentales del sector privado,88810,Tamaulipas,R�o Bravo,2010-07,ALEXBEFA@HOTMAIL.COM,8999370188,,11 a 30 personas
CAPACITACION CONTROL Y CUIDADOS,,Otros servicios de orientaci�n y trabajo social prestados por el sector p�blico,88707,Tamaulipas,Reynosa,2010-07,ENFERMERIA_REYNOSA@HOTMAIL.COM,8999250862,,11 a 30 personas
CASA ALZHEIMER FLORENTINO TERAN RAMON,ASOCIACION ALZHEIMER DE TAMPICO CD MADERO AC,Servicios de orientaci�n y trabajo social para la ni�ez y la juventud prestados por el sector privado,89367,Tamaulipas,Tampico,2010-07,CASA-ALZHEIMER@HOTMAIL.COM,8332279937,,11 a 30 personas
CASA CLUB DEL ADULTO MAYOR,SISTEMA DIF TAMPICO ,Centros del sector p�blico dedicados a la atenci�n y cuidado diurno de ancianos y discapacitados,89360,Tamaulipas,Tampico,2014-12,CASACLUB.DIFTAMPICO@HOTMAIL.COM,8332246699,,11 a 30 personas
CASA HOGAR NUESTRA SE�ORA DE GUADALUPE ALEJANDRO GONGORA VILLA,,Asilos y otras residencias del sector privado para el cuidado de ancianos,89364,Tamaulipas,Tampico,2014-12,NTRASRA.DEGUADALUPE@HOTMAIL.COM,8331324416,,11 a 30 personas
CECATI 179,SERVICIOS DE EDUCACI�N T�CNICA MEDIA SUPERIOR ,Servicios de capacitaci�n para el trabajo prestados por el sector p�blico para personas desempleadas subempleadas o discapacitadas,87504,Tamaulipas,Valle Hermoso,2010-07,CECATI179@HOTMAIL.COM,8948422220,,31 a 50 personas
CENTRO DE CAPACITACION PARA EL TRABAJO INDUSTRIAL 110,SECRETARÍA DE EDUCACI�N P�BLICA ,Servicios de capacitaci�n para el trabajo prestados por el sector p�blico para personas desempleadas subempleadas o discapacitadas,89496,Tamaulipas,Ciudad Madero,2010-07,CECATI110.DIR@DGCFT.SEMS.GOB.MX,8332163095,,31 a 50 personas
CENTRO DE DESARROLLO INFANTIL ADAN Y EVA,CENTRO DE DESARROLLO INFANTIL ADAN Y EVA SC,Guarderías del sector privado,87340,Tamaulipas,Matamoros,2010-07,ADANYEVA.1654@HOTMAIL.COM,8688943028,,51 a 100 personas
